,names,forms,pulici_ryha,lekova_forma,barva,tvar,konvexita,velikost,imprint
61,"Perindopril/Amlodipine STADA 4 mg/5 mg tablety
Perindopril/Amlodipine STADA 4 mg/10 mg tablety
Perindopril/Amlodipine STADA 8 mg/5 mg tablety
Perindopril/Amlodipine STADA 8 mg/10 mg tablety","Tableta.
Perindopril/Amlodipine STADA 4 mg/5 mg jsou bílé až téměř bílé, oválné, bikonvexní tablety o
rozměrech 5 mm x 9 mm, s označením 4|5 na jedné straně
Perindopril/Amlodipine STADA 4 mg/10 mg jsou bílé až téměř bílé , bikonvexní tablety čtvercového
tvaru o straně velikosti 8 mm , s označením 4|10 na jedné straně
Perindopril/Amlodipine STADA 8 mg/5 mg jsou bílé až téměř bílé, bikonvexní tablety ve tvaru
trojúhelníku o hraně 9 mm, s označením 8|5 na jedné straně
Perindopril/Amlodipine STADA 8 mg/10 mg jsou bílé až téměř bílé, kulaté, bikonvexní tablety o
průměru 9 mm, s označením 8|10 na jedné straně",False,tableta,"bílé, bílé, bílé, bílé, bílé, bílé, bílé, bílé",oválné,bikonvexní,"['5 mm', '9 mm', '8 mm', '9 mm', '9 mm']",
62,"Glimepirid Mylan 2 mg tablety
Glimepirid Mylan 3 mg tablety
Glimepirid Mylan 4 mg tablety","Tableta.
Glimepirid Mylan 2 mg
Zelené, ploché, tablety ve tvaru tobolky s „GM“ nad a „2“ pod půlicí rýhou na jedné straně a „G“ nad
a „G“ pod půlicí rýhou na druhé straně.
Glimepirid Mylan 3 mg
Žluté, ploché, tablety ve tvaru tobolky s „GM“ nad a „3“ pod půlicí rýhou na jedné straně a „G“ nad
a „G“ pod půlicí rýhou na druhé straně.
Glimepirid Mylan 4 mg
Modré, ploché, tablety ve tvaru tobolky s „GM“ nad a „4“ pod půlicí rýhou na jedné straně a „G“ nad
a „G“ pod půlicí rýhou na druhé straně.",True,tableta,"zelené, žluté, modré",ploché,tobolky,,"„GM“, „2“, „G“, „G“, „GM“, „3“, „G“, „G“, „GM“, „4“, „G“, „G“"
63,Nitrendipin ratiopharm 20 mg tablety,"Tableta.
Popis přípravku: kulaté žluté bikonvexní tablety se zkosenými hranami a půlicí rýhou na jedné straně,
průměr tablety 8 mm.
Tabletu lze rozdělit na stejné dávky.",True,tableta,žluté,kulaté,bikonvexní,['8 mm'],
64,Sectral 400 mg potahované tablety,"Potahovaná tableta.
Bílé, podlouhlé, mírně vypouklé potahované tablety, na jedné straně hladké, na druhé straně s půlicí
rýhou a vyraženým kódem „RPR 114“.
Tabletu lze rozdělit na stejné dávky.",True,potahovaná tableta,bílé,podlouhlé,,,„RPR 114“
65,"Aminoven 5%
Infuzní roztok",":
Infuzní roztok
Roztok je čirý, bezbarvý až nažloutlý.
pH: 5,5 – 6,3
Teoretická osmolarita: 495 mosmol/l",False,:,"bezbarvý, nažloutlý.",roztok,roztok,,
66,Lorista H 100 mg/25 mg potahované tablety,"Potahovaná tableta.
Tablety jsou žluté, oválné, mírně bikonvexní, potahované tablety, rozměr tablety je 8 mm x 15 mm,
tloušťka 5,1 – 6,1 mm.",False,potahovaná tableta,žluté,oválné,bikonvexní,"['8 mm', '15 mm', '6,1 mm']",
67,Pantoprazole Zentiva 40 mg enterosolventní tablety,"Enterosolventní tableta (tableta).
Žlutá oválná tableta o rozměrech 10,3 x 5,5 mm.",False,enterosolventní tableta (tableta),žlutá,oválná,,"['5,5 mm']",
68,SMECTA 3 g prášek pro perorální suspenzi,"prášek pro perorální suspenzi
Popis: šedobílý až okrový jemný prášek s vůní vanilky",False,prášek pro perorální suspenzi,bílý,,,,
69,"Prolekofen 150 mg
Prolekofen 300 mg
potahované tablety","Potahované tablety.
Prolekofen 150 mg: téměř bílé, kulaté, bikonvexní potahované tablety.
Prolekofen 300 mg: téměř bílé, kulaté, bikonvexní potahované tablety, opatřené na obou stranách
půlicí rýhou. Tabletu lze rozdělit na stejné dávky.",True,potahované tablety,"bílé, bílé",kulaté,bikonvexní,,
70,"Valtricom 5 mg/160 mg/12,5 mg potahované tablety
Valtricom 5 mg/160 mg/25 mg potahované tablety
Valtricom 10 mg/160 mg/12,5 mg potahované tablety
Valtricom 10 mg/160 mg/25 mg potahované tablety
Valtricom 10 mg/320 mg/25 mg potahované tablety","Potahovaná tableta (tableta)
5 mg/160 mg/12,5 mg:
Bílé až téměř bílé, oválné, bikonvexní potahované tablety s vyraženým znakem K1 na jedné straně
tablety, rozměry přibližně 13 x 8 mm.
5 mg/160 mg/25 mg:
Světle žluté, oválné, bikonvexní potahované tablety s vyraženým znakem K3 na jedné straně tablety,
rozměry přibližně 13 x 8 mm.
10 mg/160 mg/12,5 mg:
Růžové, oválné, bikonvexní potahované tablety s vyraženým znakem K2 na jedné straně tablety,
rozměry přibližně 13 x 8 mm.
10 mg/160 mg/25 mg:
Hnědo-žluté, oválné, bikonvexní potahované tablety s vyraženým znakem K4 na jedné straně tablety,
rozměry přibližně 13 x 8 mm.
10 mg/320 mg/25 mg:
Hnědo-červené, oválné, bikonvexní potahované tablety, rozměry přibližně 18 x 9 mm.",False,potahovaná tableta (tableta),"bílé, bílé, žluté, růžové, hnědo-, žluté, hnědo-, červené",oválné,bikonvexní,"['8 mm', '8 mm', '8 mm', '8 mm', '9 mm']",
71,"Orcal Neo 5 mg tablety
Orcal Neo 10 mg tablety","Tableta
Orcal Neo 5 mg
Bílá nebo téměř bílá, podlouhlá tableta se zkosenými hranami, s půlicí rýhou na jedné straně a označená „5“
na druhé straně.
Tabletu lze rozdělit na stejné dávky.
Orcal Neo 10 mg
Bílá nebo téměř bílá, podlouhlá tableta se zkosenými hranami, s půlicí rýhou na jedné straně a označená
„10“ na druhé straně.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílá, bílá, bílá, bílá",podlouhlá,,,"„5“, „10“"
72,FRAXIPARINE FORTE 19 000 IU/1ml injekční roztok v předplněné injekční stříkačce,"Injekční roztok v předplněné injekční stříkačce.
Popis přípravku: čirý až slabě opalescentní, bezbarvý až slabě žlutý roztok.",False,injekční roztok v předplněné injekční stříkačce,"bezbarvý, žlutý",roztok,roztok,,
73,CADUET 5 mg/10 mg potahované tablety,"Potahovaná tableta
Bílé podlouhlé potahované tablety, na jedné straně je vyraženo “Pfizer“, na druhé straně „CDT 051“.",False,potahovaná tableta,bílé,podlouhlé,,,„CDT 051“
74,Furosemid Xantis 40 mg tablety,"Tableta.
Bílé až téměř bílé kulaté bikonvexní tablety, na jedné straně s půlicí rýhou, o průměru 7 mm.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé",kulaté,bikonvexní,['7 mm'],
75,"CAPD/DPCA 2
CAPD/DPCA 3
CAPD/DPCA 4
Roztok pro peritoneální dialýzu","Roztok pro peritoneální dialýzu.
Popis přípravku: čirý, bezbarvý, nejvýše nažloutlý roztok.
 CAPD/DPCA234
 teoretická osmolarita358 mOsm/l511 mOsm/l401 mOsm/l
 pH ≈5,55,55,5",False,roztok pro peritoneální dialýzu,"bezbarvý, nažloutlý",roztok,roztok,,
76,Hartmannův roztok Viaflo infuzní roztok,"Infuzní roztok
Čirý roztok bez viditelných částic.
278 mOsm/l (přibl.)
pH: 5,0 – 7,0",False,infuzní roztok,,roztok,roztok,,
77,Ardeaelytosol D 1/1 infuzní roztok,"Infuzní roztok
Popis přípravku: čirý, bezbarvý roztok",False,infuzní roztok,bezbarvý,roztok,roztok,,
78,Hidrasec 100 mg tvrdé tobolky,"Tvrdá tobolka.
Tobolky barvy slonové kosti. Velikost tobolky 2. Tobolka obsahuje bílý prášek, který je cítit sírou.",False,tvrdá tobolka,"slonové, bílý",tobolka.,tobolka.,,
79,MULTAQ 400 mg potahované tablety,"Potahovaná tableta (tableta).
Bílé oválné tablety s vyrytou dvojitou vlnovkou na jedné straně a s kódem „4142“ na druhé straně.",False,potahovaná tableta (tableta),bílé,oválné,,,„4142“
80,"HYLAK FORTE
perorální roztok","Perorální roztok
Čirý, žlutohnědý roztok s charakteristickým nakyslým zápachem po karamelu.",False,perorální roztok,žlutohnědý,roztok,roztok,,
81,"Efient 10 mg potahované tablety.
Efient 5 mg potahované tablety.","Potahovaná tableta (tableta).
Efient 10 mg:
Béžová tableta ve tvaru oboustranné šipky, na jedné straně vyraženo „10 MG” a na druhé straně „4759”.
Efient 5 mg:
Žlutá tableta ve tvaru oboustranné šipky, na jedné straně vyraženo „5 MG” a na druhé straně „4760”.",False,potahovaná tableta (tableta),"béžová, žlutá",,,,
82,"C-VITAMIN 1000 PHARMAVIT
Šumivé tablety","Šumivá tableta
Popis přípravku: oranžové tablety se zkosenými hranami a vůní pomeranče s půlicí rýhou na jedné straně.
Tabletu lze rozdělit na stejné dávky.",True,šumivá tableta,oranžové,zkosenými,,,
83,Clopidogrel Mylan 75 mg potahované tablety,"Potahovaná tableta.
Růžové, kulaté a bikonvexní potahované tablety.",False,potahovaná tableta,růžové,kulaté,bikonvexní,,
84,"Valsacombi 80 mg/12,5 mg potahované tablety
Valsacombi 160 mg/12,5 mg potahované tablety
Valsacombi 160 mg/25 mg potahované tablety
Valsacombi 320 mg/12,5 mg potahované tablety
Valsacombi 320 mg/25 mg potahované tablety","Potahované tablety.
80 mg/12,5 mg: Růžové, oválné, bikonvexní potahované tablety.
160 mg/12,5 mg: Červenohnědé, oválné, bikonvexní potahované tablety.
160 mg/25 mg: Světle hnědé, oválné, bikonvexní potahované tablety.
320 mg/12,5 mg: Růžové, oválné, bikonvexní potahované tablety.
320 mg/25 mg: Světle žluté, oválné, bikonvexní potahované tablety s půlící rýhou na jedné straně.
Tabletu lze rozdělit na stejné dávky.",True,potahované tablety,"růžové, červenohnědé, hnědé, růžové, žluté",oválné,bikonvexní,,
85,"STAYVEER 62,5 mg potahované tablety
STAYVEER 125 mg potahované tablety","Potahovaná tableta (tablety):
STAYVEER 62,5 mg potahované tablety
Oranžově-bílé, kulaté, bikonvexní, potahované tablety, s vystupujícím popisem “62,5” na jedné
straně.
STAYVEER 125 mg potahované tablety
Oranžově-bílé, oválné, bikonvexní, potahované tablety, s vystupujícím popisem “125” na jedné
straně.",False,potahovaná tableta (tablety):,"oranžově-, bílé, oranžově-, bílé",kulaté,bikonvexní,,
86,"Atorvastatin ratiopharm GmbH 10 mg potahované tablety
Atorvastatin ratiopharm GmbH 20 mg potahované tablety
Atorvastatin ratiopharm GmbH 40 mg potahované tablety","Potahovaná tableta.
Atorvastatin ratiopharm GmbH 10 mg potahované tablety jsou bílé až téměř bílé, oválné bikonvexní
hladké potahované tablety. Rozměry každé tablety jsou přibližně 9,7 mm x 5,2 mm.
Atorvastatin ratiopharm GmbH 20 mg potahované tablety jsou bílé až téměř bílé, oválné, bikonvexní
hladké potahované tablety Rozměry každé tablety jsou přibližně 12,5 mm x 6,6 mm.
Atorvastatin ratiopharm GmbH 40 mg potahované tablety jsou bílé až téměř bílé, oválné, bikonvexní
hladké potahované tablety Rozměry každé tablety jsou přibližně 15,6 mm x 8,3 mm.",False,potahovaná tableta,"bílé, bílé, bílé, bílé, bílé, bílé",oválné,bikonvexní,"['9,7 mm', '5,2 mm', '12,5 mm', '6,6 mm', '15,6 mm', '8,3 mm']",
87,"Simvastatin ratiopharm 10 mg potahované tablety
Simvastatin ratiopharm 20 mg potahované tablety
Simvastatin ratiopharm 40 mg potahované tablety","Potahované tablety
Popis přípravku
Simvastatin ratiopharm 10 mg: Světle růžové, oválné, potahované tablety s půlicí rýhou na jedné
straně.
Simvastatin ratiopharm 20 mg: Žlutohnědé, oválné potahované tablety s půlicí rýhou na jedné straně.
Simvastatin ratiopharm 40 mg: Růžové, oválné potahované tablety s půlicí rýhou na jedné straně.
Tabletu lze rozdělit na stejné dávky.",True,potahované tablety,"růžové, žlutohnědé, růžové",oválné,,,
88,"Bisoprolol Vitabalans 5 mg
Bisoprolol Vitabalans 10 mg
tablety","Tableta.
Bisoprolol Vitabalans 5 mg: bílé kulaté konvexní tablety s půlící rýhou o průměru 8 mm.
Bisoprolol Vitabalans 10 mg: béžové kropenaté, kulaté konvexní tablety s půlící rýhou o průměru 8
mm.
Tablety lze dělit na dvě stejné poloviny.",True,tableta,"bílé, béžové",kulaté,konvexní,"['8 mm', '8\nmm']",
89,Asacol 400 mg enterosolventní tablety,"Enterosolventní tablety
Popis přípravku: Podlouhlé, červenohnědé, bikonvexní, potahované tablety.",False,enterosolventní tablety,červenohnědé,podlouhlé,bikonvexní,,
90,"Zoletorv 10 mg/10 mg potahované tablety
Zoletorv 10 mg/20 mg potahované tablety
Zoletorv 10 mg/40 mg potahované tablety","Potahovaná tableta
Tableta 10 mg/10 mg: bikonvexní, bílá až téměř bílá, potahovaná tableta ve tvaru tobolky, velikosti
12,74 mm x 5,10 mm, na jedné straně s vyraženým „257“
Tableta 10 mg/20 mg: bikonvexní, bílá až téměř bílá, potahovaná tableta ve tvaru tobolky, velikosti
14,48 mm x 5,79 mm, na jedné straně s vyraženým „333“
Tableta 10 mg/40 mg: bikonvexní, bílá až téměř bílá, potahovaná tableta ve tvaru tobolky, velikosti
16,38 mm x 6,27 mm, na jedné straně s vyraženým „337“",False,potahovaná tableta,"bílá, bílá, bílá, bílá, bílá, bílá",tobolky,bikonvexní,"['12,74 mm', '5,10 mm', '14,48 mm', '5,79 mm', '16,38 mm', '6,27 mm']","„257“, „333“, „337“"
91,"ABASAGLAR 100 jednotek/ml, injekční roztok v zásobní vložce","Injekční roztok (injekce).
Čirý bezbarvý roztok.",False,injekční roztok (injekce),bezbarvý,roztok,roztok,,
92,"Implicor 25 mg/5 mg potahované tablety
Implicor 50 mg/5 mg potahované tablety
Implicor 25 mg/7,5 mg potahované tablety
Implicor 50 mg/7,5 mg potahované tablety","Potahovaná tableta.
Bílá, kulatá potahovaná tableta (25/5 mg) o průměru 7,3 mm, na jedné straně vyraženo a na druhé
straně vyraženo.
Bílá, kulatá potahovaná tableta (50/5 mg) o průměru 8,5 mm, na jedné straně vyraženo a na druhé
straně vyraženo.
Bílá, podlouhlá potahovaná tableta (25/7,5 mg) o délce 9,3 mm a šířce 5,8 mm, na jedné straně
vyraženo a na druhé straně vyraženo.
Bílá, podlouhlá potahovaná tableta (50/7,5 mg) o délce 10,8 mm a šířce 6,7 mm, na jedné straně
vyraženo a na druhé straně vyraženo.",False,potahovaná tableta,"bílá, bílá, bílá, bílá",kulatá,,"['7,3 mm', '8,5 mm', '9,3 mm', '5,8 mm', '10,8 mm', '6,7 mm']",
93,Ezetimib Apotex 10 mg tablety,"Tableta.
Tableta bílé až téměř bílé barvy, plochá se zkosenými hranami, ve tvaru tobolek (3,967 mm x 7,938 mm),
s vyraženým „APO“ na jedné straně a “EZ 10” na druhé straně.",False,tableta,"bílé, bílé",plochá,tobolek,"['3,967 mm', '7,938 mm']",„APO“
94,"Actrapid 40 mezinárodních jednotek/ml injekční roztok v injekční lahvičce.
Actrapid 100 mezinárodních jednotek/ml injekční roztok v injekční lahvičce.
Actrapid Penfill 100 mezinárodních jednotek/ml injekční roztok v zásobní vložce.
Actrapid InnoLet 100 mezinárodních jednotek/ml injekční roztok v předplněném peru.
Actrapid FlexPen 100 mezinárodních jednotek/ml injekční roztok v předplněném peru.","Injekční roztok
Roztok je čirý, bezbarvý a vodný.",False,injekční roztok,bezbarvý,roztok,roztok,,
95,GAVISCON LIQUID PEPPERMINT 500 mg/267 mg/160 mg perorální suspenze,"Perorální suspenze.
Bílá až krémovitá viskózní suspenze s vůní máty peprné.",False,perorální suspenze,"bílá, krémovitá",krémovitá,,,
96,"Apidra 100 jednotek/ml injekční roztok v injekční lahvičce
Apidra 100 jednotek/ml injekční roztok v zásobní vložce
Apidra SoloStar 100 jednotek/ml injekční roztok v předplněném peru","Apidra 100 jednotek/ml injekční roztok v injekční lahvičce
Injekční roztok v injekční lahvičce.
Apidra 100 jednotek/ml injekční roztok v zásobní vložce
Injekční roztok v zásobní vložce.
Apidra SoloStar 100 jednotek/ml injekční roztok v předplněném peru
Injekční roztok v předplněném peru.
Čirý bezbarvý vodný roztok.",False,apidra 100 jednotek/ml injekční roztok v injekční lahvičce,bezbarvý,roztok,roztok,,
97,Perindopril Krka 8 mg tablety,"Tableta
Tablety jsou bílé až téměř bílé, kulaté (o průměru 12 mm), lehce bikonvexní, se zkosenými hranami
a půlicí rýhou na jedné straně. Půlicí rýha má pouze usnadnit dělení tablety pro snazší polykání,
nikoliv její rozdělení na stejné dávky.",True,tableta,"bílé, bílé",kulaté,bikonvexní,['12 mm'],
98,DIFICLIR 200 mg potahované tablety,"Potahovaná tableta
Tablety ve tvaru tobolky o velikosti 14 mm, bílé až téměř bílé barvy, s vyraženým „FDX“ na jedné
straně a „200“ na druhé straně.",False,potahovaná tableta,"bílé, bílé",tobolky,tobolky,['14 mm'],"„FDX“, „200“"
99,"AFITEN 5 mg tablety
AFITEN 10 mg tablety","Tableta
AFITEN 5 mg tablety:
Bílé, kulaté tablety s průměrem přibližně 8 mm.
AFITEN 10 mg tablety:
Bílé, kulaté tablety s půlicí rýhou na jedné straně a s průměrem přibližně 10,5 mm.
Tabletu lze rozdělit na stejné dávky.",True,tableta,"bílé, bílé",kulaté,,"['8 mm', '10,5 mm']",
100,Januvia 25 mg potahované tablety,"Potahovaná tableta (tableta).
Kulatá, růžová potahovaná tableta na jedné straně označená “221”.",False,potahovaná tableta (tableta),růžová,kulatá,,,
101,Humulin R Cartridge 100 IU/ml injekční roztok v zásobní vložce,"Injekční roztok v zásobní vložce.
Humulin R je sterilní, čirý, bezbarvý vodný roztok humánního inzulinu.",False,injekční roztok v zásobní vložce,bezbarvý,roztok,roztok,,
102,"Eplerenon Sandoz 25 mg potahované tablety
Eplerenon Sandoz 50 mg potahované tablety","Potahovaná tableta.
Potahovaná tableta 25 mg:
Světle žlutá, kulatá, bikonvexní potahovaná tableta o průměru asi 6 mm s vyraženým „E9RN“ na
jedné straně a „25“ na druhé straně tablety.
Potahovaná tableta 50 mg:
Světle žlutá, kulatá, bikonvexní potahovaná tableta o průměru asi 8 mm s vyraženým „E9RN“ na
jedné straně a „50“ na druhé straně tablety.",False,potahovaná tableta,"žlutá, žlutá",kulatá,bikonvexní,"['6 mm', '8 mm']","„E9RN“, „25“, „E9RN“, „50“"
